Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,logSalePrice,encBsmtCond,encBsmtExposure,encBsmtQual,encCentralAir,encExterCond,encExterQual,encFireplaceQu,encGarageFinish,encGarageQual,encHeatingQC,encKitchenQual,encLotShape,encPavedDrive,encSaleCondition,clipGrLivArea,logclipGrLivArea,clipGarageArea,sqrGarageCars,Bath,clipTotalBsmtSF,isRecentRemod,RemodAge,isFireplace,encFoundation,encFunctional,encGarageType,encHouseStyle,encNeighborhood,logencNeighborhood,logGarageArea,residuals,encBsmtFinType1,isStone,logLotArea,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,Porch,logTotalBsmtSF
1327,30,RH,70.0,4270,Pave,Null,Reg,Bnk,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,3,6,1931,2006,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,544,Unf,0,0,544,GasA,Ex,Y,SBrkr,774,0,0,774,0,0,1,0,3,1,Gd,6,Typ,0,Null,Null,,Null,0,0,Null,Null,Y,0,0,286,0,0,0,Null,Null,Null,0,5,2007,WD,Normal,79000,11.277215789596893,2.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,2.0,1.0,774,6.652863029353347,150,0,1.0,544,1,75,0,0.0,0.0,0.0,1.0,121750.0,11.709733254463467,0.0,0.043115503896927976,3.0,0,8.359603270841466,1,0,0,0,0,0,6.300785794663244
1328,20,RL,60.0,6600,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,9,1982,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,CBlock,TA,TA,No,ALQ,641,Unf,0,175,816,GasA,Ex,Y,SBrkr,816,0,0,816,0,1,1,0,3,1,Gd,5,Typ,1,Ex,Attchd,1982.0,Unf,1,264,TA,TA,Y,0,0,0,0,0,0,Null,MnPrv,Null,0,10,2008,WD,Normal,130500,11.779136168550774,2.0,1.0,1.0,1.0,3.0,2.0,4.0,1.0,2.0,4.0,2.0,0.0,2.0,1.0,816,6.705639094860003,264,1,1.0,816,1,26,1,1.0,0.0,2.0,1.0,153500.0,11.941462360646147,5.579729825986222,0.05749200967407475,6.0,0,8.79497643168877,1,0,0,0,0,0,6.705639094860003
1329,50,RM,60.0,10440,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,7,1920,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,Gd,Gd,BrkTil,Gd,TA,No,LwQ,493,Unf,0,1017,1510,GasW,Ex,Y,SBrkr,1584,1208,0,2792,0,0,2,0,5,1,TA,8,Mod,2,TA,Detchd,1920.0,Unf,2,520,Fa,TA,Y,0,547,0,0,480,0,Null,MnPrv,Shed,1150,6,2008,WD,Normal,256000,12.45293662970407,2.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,2.0,1.0,2792,7.934871565945177,520,4,2.0,1510,0,30,1,0.0,1.0,1.0,0.0,119000.0,11.686887175419702,6.255750041753367,-0.09992597006629467,2.0,0,9.25349564229011,1,0,0,0,0,1027,7.32052696227274
1330,60,RL,63.0,9084,Pave,Null,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,935,935,GasA,Gd,Y,SBrkr,955,677,0,1632,0,0,2,1,3,1,TA,8,Typ,1,TA,Attchd,1998.0,Fin,2,462,TA,TA,Y,0,28,0,0,0,0,Null,Null,Null,0,6,2006,WD,Normal,176500,12.08108182106182,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,1632,7.398174092970465,462,4,2.5,935,1,0,1,2.0,0.0,2.0,2.0,181000.0,12.10625783509458,6.137727054086234,0.032841148491950634,1.0,0,9.114379980830272,1,0,0,0,0,28,6.841615476477592
1331,20,RL,85.0,10000,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,410.0,Gd,TA,PConc,Gd,Gd,Av,Unf,0,Unf,0,1588,1588,GasA,Ex,Y,SBrkr,1588,0,0,1588,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2006.0,RFn,3,825,TA,TA,Y,144,45,0,0,0,0,Null,Null,Null,0,12,2007,WD,Normal,227000,12.33270970174018,3.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,0.0,2.0,1.0,1588,7.370860166536716,825,9,2.0,1588,1,0,1,2.0,0.0,2.0,1.0,225500.0,12.326079872504838,6.716594773520978,0.099815773928281,1.0,1,9.210440366976517,1,0,0,0,0,189,7.370860166536716
1332,80,RL,55.0,10780,Pave,Null,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,SLvl,5,5,1976,1976,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,483,Unf,0,428,911,GasA,Gd,Y,SBrkr,954,0,0,954,0,0,1,0,3,1,TA,6,Typ,0,Null,Detchd,1976.0,Unf,2,576,TA,TA,Y,0,0,0,0,0,0,Null,Null,Null,0,7,2006,WD,Normal,132500,11.794345471549745,2.0,3.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,954,6.86171134048073,576,4,1.0,911,0,0,0,1.0,0.0,1.0,,197200.0,12.19197879213173,6.3578422665081,-0.009327811331429459,6.0,0,9.285540604539118,1,0,0,0,0,0,6.815639990074331
1333,20,RL,67.0,8877,Pave,Null,Reg,Lvl,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,4,6,1938,1958,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,690,Unf,0,126,816,GasA,Ex,Y,SBrkr,816,0,0,816,1,0,1,0,2,1,TA,3,Typ,1,Gd,Detchd,1958.0,Unf,1,288,Fa,Fa,Y,0,0,0,0,0,0,Null,Null,Null,0,5,2009,WD,Normal,100000,11.51293546492023,2.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,4.0,1.0,0.0,2.0,1.0,816,6.705639094860003,288,1,1.0,816,0,20,1,1.0,0.0,1.0,1.0,121750.0,11.709733254463467,5.666426688112432,0.09992073042891825,6.0,0,9.09133158539398,1,0,0,0,0,0,6.705639094860003
1334,50,RM,60.0,7200,Pave,Null,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,6,1938,1995,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,803,803,GasA,Ex,Y,SBrkr,803,557,0,1360,0,0,1,1,2,1,Gd,6,Typ,0,Null,Detchd,1951.0,Unf,1,297,TA,TA,Y,0,65,190,0,0,0,Null,MnPrv,Null,0,7,2006,WD,Normal,125500,11.74006900564972,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,4.0,2.0,0.0,2.0,1.0,1360,7.215975002651466,297,1,1.5,803,1,57,0,1.0,0.0,1.0,0.0,103000.0,11.542493975902508,5.697093486505405,-0.005089889746946241,1.0,0,8.881975184248867,1,0,0,0,0,65,6.6895992691789665
1335,160,RM,24.0,2368,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,6,1970,1970,Gable,CompShg,HdBoard,HdBoard,None,312.0,TA,TA,CBlock,TA,TA,No,LwQ,765,Unf,0,0,765,GasA,TA,Y,SBrkr,765,600,0,1365,0,0,1,1,3,1,TA,7,Min1,0,Null,Attchd,1970.0,Unf,2,440,TA,TA,Y,0,36,0,0,0,0,Null,Null,Null,0,5,2009,WD,Normal,125000,11.736077016252436,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,1.0,1365,7.219642040130735,440,4,1.5,765,0,0,0,1.0,2.0,2.0,2.0,106000.0,11.571203807011967,6.089044875446846,-0.08898292661342744,2.0,0,7.7702232041587855,0,0,0,0,1,36,6.641182169740591
1336,20,RL,80.0,9650,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,360.0,TA,TA,CBlock,Gd,TA,No,ALQ,686,Unf,0,664,1350,GasA,TA,Y,SBrkr,1334,0,0,1334,0,1,2,0,2,1,TA,6,Typ,1,TA,Attchd,1977.0,RFn,2,630,TA,TA,Y,0,16,0,0,0,0,Null,Null,Null,0,4,2009,WD,Normal,167900,12.031129798974042,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,1.0,1334,7.19668657083435,630,4,2.0,1350,0,0,1,1.0,0.0,2.0,1.0,182900.0,12.116700301832571,6.447305862541213,-0.017375778385057217,6.0,0,9.174816815907135,1,0,0,0,0,16,7.208600337960199
1337,90,RL,87.0,9246,Pave,Null,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,Duplex,1Story,5,5,1973,1973,Gable,CompShg,Plywood,Plywood,BrkFace,564.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1656,1656,GasA,TA,Y,SBrkr,1656,0,0,1656,0,0,2,0,4,2,TA,8,Typ,0,Null,Detchd,1973.0,Unf,2,506,TA,TA,Y,0,211,0,0,0,0,Null,Null,Null,0,11,2008,WD,Normal,135000,11.81303746480054,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1656,7.412764017426562,506,4,2.0,1656,0,0,0,1.0,0.0,1.0,1.0,182900.0,12.116700301832571,6.228511003591184,0.1000200133392859,1.0,0,9.132054453577638,0,0,1,0,0,211,7.4127640174265625
1338,30,RM,153.0,4118,Pave,Grvl,IR1,Bnk,AllPub,Corner,Mod,OldTown,Feedr,Norm,1Fam,1Story,4,4,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,693,693,Grav,Fa,N,FuseA,693,0,0,693,0,0,1,0,2,1,Fa,4,Typ,0,Null,Null,,Null,0,0,Null,Null,N,0,20,0,0,0,0,Null,Null,Null,0,3,2006,WD,Normal,52500,10.86858749601736,2.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,693,6.542471960506805,150,0,1.0,693,0,9,0,1.0,0.0,0.0,1.0,119000.0,11.686887175419702,0.0,0.12295860064472919,1.0,0,8.323365694436081,1,0,0,0,0,20,6.542471960506805
1339,60,RL,95.0,13450,Pave,Null,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,700,Unf,0,216,916,GasA,Ex,Y,SBrkr,920,941,0,1861,1,0,2,1,3,1,Gd,8,Typ,0,Null,BuiltIn,2002.0,RFn,2,492,TA,TA,Y,146,91,0,0,0,0,Null,Null,Null,0,6,2006,WD,Normal,200000,12.206077645517674,2.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,1861,7.529406457837013,492,4,2.5,916,1,0,0,2.0,0.0,,2.0,197200.0,12.19197879213173,6.20050917404269,0.0987304191551015,5.0,0,9.506808731708581,1,0,0,0,0,237,6.821107472256465
1340,20,RL,120.0,9560,Pave,Null,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,Mn,Rec,360,Unf,0,504,864,GasA,Ex,Y,SBrkr,864,0,0,864,0,0,1,0,3,1,TA,5,Typ,0,Null,Attchd,1972.0,RFn,1,288,TA,TA,Y,0,0,0,0,0,0,Null,Null,Null,0,6,2006,WD,Normal,128500,11.7636919653883,2.0,2.0,1.0,1.0,3.0,1.0,0.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,864,6.762729506931879,288,1,1.0,864,0,0,0,1.0,0.0,2.0,1.0,197200.0,12.19197879213173,5.666426688112432,-0.0007963845164269401,3.0,0,9.165447603085447,1,0,0,0,0,0,6.762729506931879
1341,20,RL,70.0,8294,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1971,1971,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,858,858,GasA,TA,Y,SBrkr,872,0,0,872,0,0,1,0,3,1,TA,5,Typ,0,Null,Detchd,1974.0,Unf,4,480,TA,TA,Y,0,0,0,0,0,0,Null,GdWo,Null,0,6,2007,WD,Normal,123000,11.719947764402807,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,1.0,872,6.771935555839602,480,16,1.0,858,0,0,0,1.0,0.0,1.0,1.0,140000.0,11.849404844423074,6.175867270105761,-0.06541267913980064,1.0,0,9.023408202624545,1,0,0,0,0,0,6.755768921984255
1342,20,RL,66.0,13695,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,814,Unf,0,300,1114,GasA,Ex,Y,SBrkr,1114,0,0,1114,1,0,1,0,3,1,Gd,6,Typ,0,Null,Detchd,2004.0,Unf,2,576,TA,TA,Y,0,78,0,0,0,0,Null,Null,Null,0,7,2008,WD,Normal,155000,11.951186847493476,2.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,2.0,4.0,2.0,0.0,2.0,1.0,1114,7.016609683894219,576,4,1.0,1114,1,1,0,2.0,0.0,1.0,1.0,179900.0,12.100161978566868,6.3578422665081,0.05748341193931239,5.0,0,9.524859098381523,1,0,0,0,0,78,7.016609683894219
1343,60,RL,,9375,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,149.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1284,1284,GasA,Ex,Y,SBrkr,1284,885,0,2169,0,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2002.0,RFn,2,647,TA,TA,Y,192,87,0,0,0,0,Null,Null,Null,0,8,2007,WD,Normal,228500,12.339295865674435,2.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,0.0,2.0,1.0,2169,7.682482446534506,647,4,2.5,1284,1,0,1,2.0,0.0,2.0,2.0,197200.0,12.19197879213173,6.473890696352274,0.09976361255912636,1.0,0,9.145908511816794,1,0,0,0,0,279,7.158513997329321
1344,50,RL,57.0,7558,Pave,Null,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,6,6,1928,1950,Gable,CompShg,BrkFace,Stone,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,896,896,GasA,Gd,Y,SBrkr,1172,741,0,1913,0,0,1,1,3,1,TA,9,Typ,1,TA,Detchd,1929.0,Unf,2,342,Fa,Fa,Y,0,0,0,0,0,0,Null,Null,Null,0,3,2009,WD,Normal,177000,12.08391066125752,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,1913,7.5569505720129,342,4,1.5,896,0,22,1,0.0,0.0,1.0,0.0,200624.0,12.209192772866418,5.83773044716594,-0.02682269871576004,1.0,0,8.930494185292178,1,0,0,0,0,0,6.799055862058796
1345,60,RL,85.0,11103,Pave,Null,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,728,728,GasA,Ex,Y,SBrkr,728,728,0,1456,0,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,2006.0,Fin,2,440,TA,TA,Y,0,0,0,0,0,0,Null,Null,Null,0,7,2007,New,Partial,155835,11.95655945119582,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,1.0,2.0,2.0,1456,7.284134806195205,440,4,2.5,728,1,0,1,2.0,0.0,2.0,2.0,197200.0,12.19197879213173,6.089044875446846,0.2032004616215346,1.0,0,9.315060682746585,1,0,0,0,0,0,6.591673732008658
1346,30,RM,50.0,6000,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,4,1920,1950,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,ALQ,250,Unf,0,710,960,GasA,Gd,Y,FuseA,960,0,0,960,0,0,1,0,2,1,Fa,5,Typ,0,Null,Detchd,1997.0,Unf,1,308,TA,TA,Y,0,0,168,0,0,0,Null,Null,Null,0,7,2007,WD,Normal,108500,11.59451466851004,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,2.0,1.0,960,6.8679744089702925,308,1,1.0,960,0,30,0,2.0,0.0,1.0,1.0,119000.0,11.686887175419702,5.733341276897746,-0.1298009373835125,6.0,0,8.699681400989514,1,0,0,0,0,0,6.8679744089702925
1347,20,RL,,20781,Pave,Null,IR2,Lvl,AllPub,CulDSac,Gtl,NWAmes,PosN,Norm,1Fam,1Story,7,7,1968,2003,Hip,CompShg,BrkFace,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,297,Rec,68,1203,1568,GasA,TA,Y,SBrkr,2156,0,0,2156,0,0,2,0,3,1,TA,9,Typ,1,Gd,Attchd,1968.0,RFn,2,508,Gd,TA,Y,0,80,0,290,0,0,Null,Null,Null,0,6,2006,WD,Normal,262500,12.47801017053037,2.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,2156,7.676473646389156,508,4,2.0,1568,1,35,1,1.0,0.0,2.0,1.0,182900.0,12.116700301832571,6.2324480165505225,-0.0364952026586689,4.0,0,9.941842506412591,1,0,0,0,0,80,7.358193752733032
1348,20,RL,93.0,15306,Pave,Null,IR1,HLS,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,100.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,80,Unf,0,1652,1732,GasA,Ex,Y,SBrkr,1776,0,0,1776,1,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2006.0,Fin,3,712,TA,TA,Y,0,0,0,0,0,0,Null,Null,Null,0,5,2007,New,Partial,283463,12.554840409959793,2.0,4.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0,2.0,2.0,1776,7.482681828154651,712,9,2.0,1732,1,1,1,2.0,0.0,2.0,1.0,228475.0,12.339186450977309,6.569481420414296,0.10025909289299939,5.0,1,9.636065519091707,1,0,0,0,0,0,7.457609289715606
1349,20,RL,,16196,Pave,Null,IR3,Low,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1443,Unf,0,39,1482,GasA,Ex,Y,SBrkr,1494,0,0,1494,1,0,2,0,3,1,Gd,5,Typ,1,Fa,Attchd,1998.0,RFn,2,514,TA,TA,Y,402,25,0,0,0,0,Null,Null,Null,0,8,2007,WD,Normal,215000,12.278397958261774,2.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,3.0,2.0,1.0,1494,7.309881485824786,514,4,2.0,1482,1,0,1,2.0,0.0,2.0,1.0,179900.0,12.100161978566868,6.244166900663736,0.10724483163464704,5.0,0,9.692581318886397,1,0,0,0,0,427,7.301822342137932
1350,70,RM,50.0,5250,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,5,1872,1987,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,BrkTil,TA,Fa,No,LwQ,259,Unf,0,425,684,OthW,Fa,N,SBrkr,938,1215,205,2358,0,0,2,0,4,1,TA,8,Typ,0,Null,Null,,Null,0,0,Null,Null,Y,0,54,20,0,0,0,Null,Null,Null,0,12,2008,WD,Normal,122000,11.711784520403112,1.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,2358,7.765993079407675,150,0,2.0,684,1,115,0,0.0,0.0,0.0,2.0,119000.0,11.686887175419702,0.0,-0.0010433649119114818,2.0,0,8.566173813637858,1,0,0,0,0,54,6.529418838262226
1351,90,RL,91.0,11643,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,Duplex,2Story,5,5,1969,1969,Gable,CompShg,MetalSd,MetalSd,BrkFace,368.0,TA,TA,CBlock,TA,TA,No,LwQ,500,Unf,0,748,1248,GasA,TA,Y,SBrkr,1338,1296,0,2634,1,1,2,2,6,2,TA,12,Typ,0,Null,Detchd,1969.0,Unf,4,968,TA,TA,Y,0,0,0,0,0,0,Null,Null,Null,0,8,2009,WD,Normal,200000,12.206077645517674,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,1.0,2634,7.876638460975463,968,16,3.0,1248,0,0,0,1.0,0.0,1.0,2.0,140000.0,11.849404844423074,6.876264611890766,-0.0997653184819729,2.0,0,9.362546304865514,0,0,1,0,0,0,7.130098510125578
1352,60,RL,70.0,9247,Pave,Null,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,6,1962,1962,Gable,CompShg,HdBoard,HdBoard,BrkFace,318.0,TA,TA,CBlock,TA,TA,No,Rec,319,Unf,0,539,858,GasA,Ex,Y,SBrkr,858,858,0,1716,0,0,1,1,4,1,TA,8,Typ,1,Gd,Attchd,1962.0,Fin,2,490,TA,TA,Y,0,84,0,0,120,0,Null,Null,Null,0,3,2008,WD,Normal,171000,12.049424683420916,2.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,4.0,1.0,1.0,2.0,1.0,1716,7.448333860897476,490,4,1.5,858,0,0,1,1.0,0.0,2.0,2.0,140000.0,11.849404844423074,6.19644412779452,-0.0009061537848129575,3.0,0,9.13216259091216,1,0,0,0,0,204,6.755768921984255
1353,50,RM,50.0,6000,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,9,1937,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,698,698,GasA,TA,Y,SBrkr,786,390,0,1176,0,0,1,0,2,1,TA,4,Typ,0,Null,Detchd,1999.0,Unf,2,624,TA,TA,N,210,0,0,0,0,0,Null,Null,Null,0,7,2009,WD,Normal,134900,11.812296455066814,2.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1176,7.0707241072602764,624,4,1.0,698,1,63,0,0.0,0.0,1.0,0.0,124300.0,11.730461322518734,6.437751649736401,-0.02943105366291654,1.0,0,8.699681400989514,1,0,0,0,0,210,6.54965074223381
1354,50,RL,56.0,14720,Pave,Null,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,1.5Fin,8,5,1995,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,579.0,Gd,TA,PConc,Gd,TA,Av,GLQ,816,Unf,0,1217,2033,GasA,Ex,Y,SBrkr,2053,1185,0,3238,1,0,2,1,4,1,Gd,9,Typ,1,Ex,Attchd,1996.0,Fin,3,666,TA,TA,Y,283,86,0,0,0,0,Null,Null,Null,0,3,2010,WD,Normal,410000,12.923914877701906,2.0,3.0,2.0,1.0,2.0,2.0,4.0,3.0,2.0,4.0,2.0,1.0,2.0,1.0,3000,8.006700845440367,666,9,2.5,2033,1,1,1,2.0,0.0,2.0,0.0,301500.0,12.616528611893465,6.502790045915623,0.07370412600908871,5.0,0,9.597030324758013,1,0,0,0,0,369,7.617759576608505
1355,60,RL,,10316,Pave,Null,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,735,Unf,0,257,992,GasA,Ex,Y,SBrkr,992,873,0,1865,1,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,2000.0,RFn,3,839,TA,TA,Y,0,184,0,0,0,0,Null,Null,Null,0,6,2008,WD,Normal,235000,12.367345048436391,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,1865,7.531552381407289,839,9,2.5,992,1,0,1,2.0,0.0,2.0,2.0,197200.0,12.19197879213173,6.733401891837359,-0.0015548998672656467,5.0,0,9.241548299100376,1,0,0,0,0,184,6.900730664045173
1356,80,RL,102.0,10192,Pave,Null,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,7,6,1968,1992,Gable,CompShg,MetalSd,MetalSd,BrkFace,143.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,570,570,GasA,Gd,Y,SBrkr,1222,698,0,1920,0,0,3,0,4,1,Gd,8,Typ,1,TA,Attchd,1968.0,RFn,2,487,TA,TA,Y,0,98,0,0,0,0,Null,GdPrv,Null,0,9,2006,WD,Normal,170000,12.04355959836804,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,1920,7.560601162768557,487,4,3.0,570,1,24,1,1.0,0.0,2.0,,182900.0,12.116700301832571,6.190315405853148,0.09538118933677886,1.0,0,9.229456489168413,1,0,0,0,0,98,6.3473892096560105
