Id_dropped,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley_dropped,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating_dropped,HeatingQC,CentralAir,Electrical,1stFlrSF_dropped,2ndFlrSF_dropped,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,logSalePrice,logGrLivArea,sqrGarageCars,Bath,FlrSF,RemodAge,RecentRemod,BedroomRatio,hasFireplace,enc_FireplaceQu,logMasVnrArea,enc_ExterQual,Porch,trunLotArea,trunLotFrontage,trunBsmtSF,enc_BsmtQual,enc_CentralAir,hasCircuitBreaker,isPConc,enc_GarageFinish,isGarageAttached,enc_HeatingQC,enc_KitchenQual,isLotRegular,isLowDensity,enc_MasVnrType,enc_PavedDrive,isNewHome
1361,70,RL,51.0,9842,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,5,6,1921,1998,Gable,CompShg,MetalSd,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,0,612,612,GasA,Ex,Y,SBrkr,990,1611,0,2601,0,0,3,1,4,1,TA,8,Typ,0,Null,BuiltIn,1998.0,RFn,2,621,TA,TA,Y,183,0,301,0,0,0,Null,Null,Null,0,5,2008,WD,Normal,189000,12.149507585033072,7.86403565907245,4,3.5,2601,77,1,0.3333333333333333,0,0.0,0.0,0.0,183,9842,51.0,612,1.0,1.0,1,0,2.0,1,2.0,0.0,1,1,0.0,2.0,0
1362,20,RL,124.0,16158,Pave,Null,IR1,Low,AllPub,Inside,Mod,StoneBr,Norm,Norm,1Fam,1Story,7,5,2005,2005,Hip,CompShg,VinylSd,VinylSd,Stone,16.0,Gd,TA,PConc,Ex,TA,Av,ALQ,1274,Unf,0,256,1530,GasA,Ex,Y,SBrkr,1530,0,0,1530,1,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2005.0,Fin,2,430,TA,TA,Y,168,36,0,0,0,0,Null,Null,Null,0,6,2009,WD,Normal,260000,12.468440756144114,7.333676395657684,4,2.0,1530,0,1,0.3,1,1.0,2.833213344056216,1.0,204,16158,124.0,1530,3.0,1.0,1,1,3.0,1,2.0,1.0,0,1,2.0,2.0,0
1363,50,RL,,12513,Pave,Null,IR1,Lvl,AllPub,FR2,Gtl,NAmes,Feedr,Norm,1Fam,1.5Fin,4,4,1920,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,BrkTil,TA,Fa,No,Unf,0,Unf,0,715,715,GasA,Gd,Y,SBrkr,1281,457,0,1738,0,0,2,0,4,1,TA,7,Typ,1,Gd,Attchd,1920.0,Unf,1,368,TA,TA,Y,55,0,0,0,0,0,Null,Null,Null,0,6,2009,WD,Normal,104900,11.560772327227417,7.461065514354283,1,2.0,1738,87,1,0.36363636363636365,1,1.0,0.0,0.0,55,12513,150.0,715,1.0,1.0,1,0,1.0,1,1.0,0.0,0,1,0.0,2.0,0
1364,60,RL,73.0,8499,Pave,Null,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,616,616,GasA,Ex,Y,SBrkr,616,796,0,1412,0,0,2,1,3,1,Gd,6,Typ,1,Gd,BuiltIn,2007.0,Fin,2,432,TA,TA,Y,0,36,0,0,0,0,Null,Null,Null,0,3,2007,New,Partial,156932,11.963574241653712,7.253470382684528,4,2.5,1412,1,1,0.3333333333333333,1,1.0,0.0,0.0,36,8499,73.0,616,2.0,1.0,1,1,3.0,1,2.0,1.0,0,1,0.0,2.0,1
1365,160,FV,30.0,3180,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,600,600,GasA,Ex,Y,SBrkr,520,600,80,1200,0,0,2,1,2,1,Gd,4,Typ,0,Null,Detchd,2005.0,RFn,2,480,TA,TA,Y,0,166,0,0,0,0,Null,Null,Null,0,4,2006,WD,Abnorml,144152,11.878630514504517,7.0909098220799835,4,2.5,1120,0,1,0.3333333333333333,0,0.0,0.0,1.0,166,3180,30.0,600,2.0,1.0,1,1,2.0,0,2.0,1.0,1,1,0.0,2.0,0
1366,60,FV,,7500,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,533,Unf,0,281,814,GasA,Ex,Y,SBrkr,814,860,0,1674,1,0,2,1,3,1,Gd,7,Typ,0,Null,Attchd,2000.0,RFn,2,663,TA,TA,Y,0,96,0,0,0,0,Null,Null,Null,0,1,2010,WD,Normal,216000,12.283038316285214,7.423568444259167,4,2.5,1674,0,1,0.3,0,0.0,0.0,1.0,96,7500,150.0,814,2.0,1.0,1,1,2.0,1,2.0,1.0,1,1,0.0,2.0,0
1367,60,RL,68.0,9179,Pave,Null,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,158.0,Gd,TA,PConc,Gd,TA,No,GLQ,633,Unf,0,240,873,GasA,Ex,Y,SBrkr,882,908,0,1790,1,0,2,1,3,1,Gd,7,Typ,0,Null,Attchd,1999.0,RFn,2,588,TA,TA,Y,0,88,0,0,0,0,Null,Null,Null,0,6,2008,WD,Abnorml,193000,12.170450649220747,7.490529402060711,4,2.5,1790,0,1,0.3,0,0.0,5.0689042022202315,1.0,88,9179,68.0,873,2.0,1.0,1,1,2.0,1,2.0,1.0,0,1,1.0,2.0,0
1368,160,RM,41.0,2665,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5,6,1977,1977,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,PConc,TA,TA,No,ALQ,548,Rec,173,36,757,GasA,Ex,Y,SBrkr,925,550,0,1475,0,0,2,0,4,1,TA,6,Typ,1,TA,Attchd,1977.0,RFn,1,336,TA,TA,Y,104,26,0,0,0,0,Null,Null,Null,0,7,2006,WD,Normal,127000,11.751950239425476,7.297091005160418,1,2.0,1475,0,0,0.4,1,0.0,0.0,0.0,130,2665,41.0,757,1.0,1.0,1,1,2.0,1,2.0,0.0,1,0,0.0,2.0,0
1369,120,RM,,4435,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,Gd,TA,PConc,Gd,TA,Av,GLQ,685,Unf,0,163,848,GasA,Ex,Y,SBrkr,848,0,0,848,1,0,1,0,1,1,Gd,4,Typ,0,Null,Attchd,2003.0,Fin,2,420,TA,TA,Y,140,0,0,0,0,0,Null,Null,Null,0,6,2009,WD,Normal,144000,11.87757552297847,6.744059186311348,4,1.0,848,1,1,0.2,0,0.0,5.14166355650266,1.0,140,4435,150.0,848,2.0,1.0,1,1,3.0,1,2.0,1.0,1,0,1.0,2.0,0
1370,20,RL,48.0,10635,Pave,Null,IR2,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,171.0,Gd,TA,PConc,Gd,TA,Av,BLQ,370,GLQ,972,315,1657,GasA,Ex,Y,SBrkr,1668,0,0,1668,1,0,2,0,3,1,Gd,8,Typ,1,TA,Attchd,2003.0,Fin,2,502,TA,TA,Y,0,262,0,0,0,0,Null,Null,Null,0,5,2010,WD,Normal,232000,12.354496960983983,7.419979923661835,4,2.0,1668,0,1,0.2727272727272727,1,0.0,5.147494476813453,1.0,262,10635,48.0,1657,2.0,1.0,1,1,3.0,1,2.0,1.0,0,1,1.0,2.0,0
1371,50,RL,90.0,5400,Pave,Null,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,4,6,1920,1950,Gable,CompShg,CBlock,CBlock,None,0.0,Fa,TA,PConc,TA,TA,No,ALQ,315,Rec,105,420,840,GasA,Ex,Y,SBrkr,840,534,0,1374,0,0,1,0,2,1,TA,6,Typ,0,Null,Detchd,1967.0,Fin,1,338,TA,TA,Y,0,0,198,0,0,0,Null,Null,Null,0,10,2009,WD,Normal,105000,11.561725152903833,7.226209010100671,1,1.0,1374,30,0,0.25,0,0.0,0.0,-1.0,0,5400,90.0,840,1.0,1.0,1,1,3.0,0,2.0,0.0,1,1,0.0,2.0,0
1372,80,RL,80.0,9600,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,6,1955,1996,Hip,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,831,Unf,0,161,992,GasA,Gd,Y,SBrkr,1661,0,0,1661,1,0,1,0,3,1,Gd,8,Typ,1,TA,BuiltIn,1955.0,RFn,1,377,TA,TA,Y,0,28,0,0,178,0,Null,MnPrv,Null,0,10,2008,WD,Normal,165500,12.016732516077072,7.415776975415394,1,1.0,1661,41,1,0.2727272727272727,1,0.0,0.0,0.0,28,9600,80.0,992,1.0,1.0,1,0,2.0,1,1.0,1.0,1,1,0.0,2.0,0
1373,60,RL,75.0,9750,Pave,Null,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,6,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,975,Unf,0,133,1108,GasA,Ex,Y,SBrkr,1108,989,0,2097,1,0,2,1,3,1,Gd,8,Typ,1,TA,Detchd,1998.0,RFn,2,583,TA,TA,Y,253,170,0,0,0,0,Null,Null,Null,0,6,2006,WD,Normal,274300,12.521981322562503,7.6487397889562425,4,2.5,2097,0,1,0.2727272727272727,1,0.0,0.0,0.0,423,9750,75.0,1108,2.0,1.0,1,1,2.0,0,2.0,1.0,1,1,0.0,2.0,0
1374,20,RL,,11400,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,10,5,2001,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,705.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1282,Unf,0,1351,2633,GasA,Ex,Y,SBrkr,2633,0,0,2633,1,0,2,1,2,1,Ex,8,Typ,2,Gd,Attchd,2001.0,RFn,3,804,TA,TA,Y,314,140,0,0,0,0,Null,Null,Null,0,3,2007,WD,Normal,466500,13.05301544288996,7.876258882303226,9,2.5,2633,1,1,0.2,1,1.0,6.559615237493242,2.0,454,11400,150.0,2500,3.0,1.0,1,1,2.0,1,2.0,2.0,1,1,1.0,2.0,0
1375,60,FV,85.0,10625,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1026,1026,GasA,Ex,Y,SBrkr,1026,932,0,1958,0,0,2,1,3,1,Gd,9,Typ,1,Gd,Attchd,2005.0,Fin,3,936,TA,TA,Y,154,210,0,0,0,0,Null,Null,Null,0,7,2008,WD,Normal,250000,12.429220196836384,7.580189417944541,9,2.5,1958,0,1,0.25,1,1.0,0.0,1.0,364,10625,85.0,1026,2.0,1.0,1,1,3.0,1,2.0,1.0,1,1,0.0,2.0,0
1376,20,RL,89.0,10991,Pave,Null,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,80.0,Gd,TA,PConc,Gd,TA,Gd,Unf,0,Unf,0,1571,1571,GasA,Ex,Y,SBrkr,1571,0,0,1571,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2007.0,Fin,3,722,TA,TA,Y,100,36,0,0,0,0,Null,Null,Null,0,12,2007,New,Partial,239000,12.384223015005311,7.360103972989152,9,2.0,1571,0,1,0.3,1,1.0,4.394449154672439,1.0,136,10991,89.0,1571,2.0,1.0,1,1,3.0,1,2.0,1.0,0,1,1.0,2.0,1
1377,30,RL,52.0,6292,Pave,Null,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,6,5,1930,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,Mn,Rec,384,Unf,0,384,768,GasA,TA,N,SBrkr,790,0,0,790,0,0,1,0,2,1,TA,4,Typ,0,Null,Detchd,1925.0,Unf,1,160,Fa,TA,Y,0,141,0,0,0,0,Null,Null,Null,0,4,2008,WD,Normal,91000,11.418625774449598,6.673297967767654,1,1.0,790,20,0,0.3333333333333333,0,0.0,0.0,0.0,141,6292,52.0,768,2.0,0.0,1,0,1.0,0,0.0,0.0,1,1,0.0,2.0,0
1378,50,RL,60.0,10998,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,5,1941,1960,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,408,BLQ,420,156,984,GasA,Ex,Y,SBrkr,984,620,0,1604,0,0,2,0,3,1,TA,6,Min2,0,Null,Detchd,1977.0,Unf,2,660,TA,TA,Y,0,68,0,0,0,0,Null,Null,Null,0,7,2009,WD,Normal,117000,11.669937760751914,7.380879035564116,4,2.0,1604,19,0,0.3333333333333333,0,0.0,0.0,0.0,68,10998,60.0,984,1.0,1.0,1,0,1.0,0,2.0,0.0,1,1,0.0,2.0,0
1379,160,RM,21.0,1953,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,408.0,TA,TA,CBlock,TA,Fa,No,BLQ,309,Unf,0,174,483,GasA,TA,Y,SBrkr,483,504,0,987,0,0,1,1,2,1,TA,5,Typ,0,Null,Detchd,1973.0,Unf,1,264,TA,TA,Y,72,0,0,0,0,0,Null,Null,Null,0,6,2006,WD,Normal,83000,11.326607934898927,6.895682697747868,1,1.5,987,0,0,0.2857142857142857,0,0.0,6.013715156042802,0.0,72,1953,21.0,483,1.0,1.0,1,0,1.0,0,0.0,0.0,1,0,1.0,2.0,0
1380,80,RL,73.0,9735,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,SLvl,5,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,384,384,GasA,Gd,Y,Null,754,640,0,1394,0,0,2,1,3,1,Gd,7,Typ,0,Null,BuiltIn,2007.0,Fin,2,400,TA,TA,Y,100,0,0,0,0,0,Null,Null,Null,0,5,2008,WD,Normal,167500,12.02874460037869,7.240649694255466,4,2.5,1394,1,1,0.3,0,0.0,0.0,0.0,100,9735,73.0,384,2.0,1.0,0,1,3.0,1,1.0,1.0,1,1,0.0,2.0,0
1381,30,RL,45.0,8212,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,3,3,1914,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,Fa,BrkTil,TA,Fa,No,Rec,203,Unf,0,661,864,GasA,TA,N,FuseF,864,0,0,864,1,0,1,0,2,1,TA,5,Typ,0,Null,Detchd,1938.0,Unf,1,200,TA,Fa,Y,0,0,96,0,0,0,Null,Null,Null,0,6,2010,WD,Normal,58500,10.97679912709094,6.762729506931879,1,1.0,864,36,0,0.2857142857142857,0,0.0,0.0,0.0,0,8212,45.0,864,1.0,0.0,0,0,1.0,0,0.0,0.0,1,1,0.0,2.0,0
1382,20,RL,,12925,Pave,Null,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1970,1970,Gable,CompShg,BrkFace,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Mn,BLQ,865,Unf,0,340,1205,GasA,Ex,Y,SBrkr,2117,0,0,2117,0,0,2,1,4,1,TA,7,Typ,2,Gd,Attchd,1970.0,Fin,2,550,TA,TA,Y,0,42,0,0,0,0,Null,Null,Null,0,5,2008,WD,Normal,237500,12.377927112974284,7.658227526161352,4,2.5,2117,0,0,0.36363636363636365,1,1.0,0.0,0.0,42,12925,150.0,1205,1.0,1.0,1,0,3.0,1,2.0,0.0,0,1,0.0,2.0,0
1383,70,RM,60.0,7200,Pave,Null,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,1920,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,0,596,596,GasA,Ex,Y,SBrkr,998,764,0,1762,1,0,1,1,4,1,Gd,8,Typ,0,Null,Detchd,1989.0,Unf,2,576,TA,TA,N,36,0,221,0,0,0,Null,Null,Null,0,10,2006,WD,Normal,157000,11.964007453736912,7.47477218239787,4,1.5,1762,30,0,0.3333333333333333,0,0.0,0.0,0.0,36,7200,60.0,596,0.0,1.0,1,0,1.0,0,2.0,1.0,1,0,0.0,0.0,0
1384,30,RL,,25339,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1918,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0,Unf,0,816,816,GasA,Ex,Y,SBrkr,1416,0,0,1416,0,0,2,0,3,1,Gd,7,Typ,0,Null,Attchd,2007.0,Unf,2,576,TA,TA,N,0,0,112,0,0,0,Null,Null,Null,0,8,2007,WD,Normal,112000,11.6262630788088,7.256297239690681,4,2.0,1416,89,1,0.3,0,0.0,0.0,0.0,0,20000,150.0,816,1.0,1.0,1,0,1.0,1,2.0,1.0,1,1,0.0,0.0,0
1385,50,RL,60.0,9060,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,5,1939,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,BrkTil,TA,TA,Mn,Rec,204,Unf,0,356,560,GasA,TA,Y,SBrkr,698,560,0,1258,0,0,1,0,2,1,TA,6,Typ,0,Null,Detchd,1939.0,Unf,1,280,TA,TA,P,0,0,0,0,0,0,Null,MnPrv,Null,0,10,2009,WD,Normal,105000,11.561725152903833,7.138073034044347,1,1.0,1258,11,0,0.25,0,0.0,0.0,0.0,0,9060,60.0,560,1.0,1.0,1,0,1.0,0,0.0,0.0,1,1,0.0,1.0,0
1386,50,RM,40.0,5436,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,8,1922,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,735,Unf,0,61,796,GasA,Gd,Y,SBrkr,796,358,0,1154,1,0,1,0,3,1,Gd,7,Typ,0,Null,Detchd,1922.0,Unf,1,240,TA,TA,N,0,96,0,0,0,0,Null,MnPrv,Null,0,5,2010,WD,Normal,125500,11.74006900564972,7.051855622955894,1,1.0,1154,85,1,0.3,0,0.0,0.0,0.0,96,5436,40.0,796,1.0,1.0,1,0,1.0,0,1.0,1.0,1,0,0.0,0.0,0
1387,60,RL,80.0,16692,Pave,Null,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,7,5,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,184.0,TA,TA,CBlock,Gd,TA,No,BLQ,790,LwQ,469,133,1392,GasA,TA,Y,SBrkr,1392,1392,0,2784,1,0,3,1,5,1,Gd,12,Typ,2,TA,Attchd,1978.0,RFn,2,564,TA,TA,Y,0,112,0,0,440,519,Fa,MnPrv,TenC,2000,7,2006,WD,Normal,250000,12.429220196836384,7.932003152361385,4,3.5,2784,0,0,0.29411764705882354,1,0.0,5.220355825078324,0.0,112,16692,80.0,1392,2.0,1.0,1,0,2.0,1,0.0,1.0,0,1,1.0,2.0,0
1388,50,RM,60.0,8520,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6,7,1916,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,Gd,BrkTil,TA,TA,No,Rec,168,LwQ,546,0,714,GasW,TA,N,SBrkr,1664,862,0,2526,0,0,2,0,5,1,Gd,10,Typ,1,Gd,Detchd,1916.0,Unf,1,216,TA,TA,Y,88,15,0,0,0,0,Null,GdWo,Null,0,8,2007,CWD,Family,136000,11.820417517632333,7.834788107388194,1,2.0,2526,34,0,0.3333333333333333,1,1.0,0.0,0.0,103,8520,60.0,714,1.0,0.0,1,0,1.0,0,0.0,1.0,1,0,0.0,2.0,0
1389,20,RL,42.0,14892,Pave,Null,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,1Story,9,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,160.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1320,Unf,0,426,1746,GasA,Ex,Y,SBrkr,1746,0,0,1746,1,0,2,0,3,1,Ex,7,Typ,2,Gd,Attchd,2006.0,Fin,3,758,TA,TA,Y,201,39,0,0,0,0,Null,Null,Null,0,10,2009,WD,Normal,377500,12.84132849667433,7.465655310134056,9,2.0,1746,1,1,0.3,1,1.0,5.081404364984463,2.0,240,14892,42.0,1746,3.0,1.0,1,1,3.0,1,2.0,2.0,0,1,2.0,2.0,0
1390,50,RM,60.0,6000,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,TA,Gd,No,ALQ,375,Unf,0,360,735,GasA,Ex,Y,SBrkr,869,349,0,1218,0,1,1,0,3,1,TA,6,Typ,1,Gd,Detchd,2003.0,Unf,2,440,TA,TA,Y,0,0,0,0,0,0,Null,Null,Null,0,3,2007,WD,Normal,131000,11.78296023574194,7.105786129481271,4,1.0,1218,9,0,0.3333333333333333,1,1.0,0.0,0.0,0,6000,60.0,735,1.0,1.0,1,0,1.0,0,2.0,0.0,1,0,0.0,2.0,0
1391,20,RL,70.0,9100,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,244.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1400,Unf,0,125,1525,GasA,Ex,Y,SBrkr,1525,0,0,1525,1,0,2,0,3,1,Gd,6,Typ,0,Null,Attchd,2000.0,RFn,2,541,TA,TA,Y,219,36,0,0,0,0,Null,Null,Null,0,9,2006,WD,Normal,235000,12.367345048436391,7.330405211844402,4,2.0,1525,0,1,0.3333333333333333,0,0.0,5.501258210544727,1.0,255,9100,70.0,1525,2.0,1.0,1,1,2.0,1,2.0,1.0,1,1,1.0,2.0,0
1392,90,RL,65.0,8944,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1967,1967,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1584,1584,GasA,TA,Y,SBrkr,1584,0,0,1584,0,0,2,0,4,2,TA,8,Mod,0,Null,Detchd,1967.0,Unf,3,792,TA,TA,Y,0,152,0,0,0,0,Null,Null,Null,0,4,2009,WD,Normal,124000,11.728044909070784,7.368339686311381,9,2.0,1584,0,0,0.3333333333333333,0,0.0,0.0,0.0,152,8944,65.0,1584,1.0,1.0,1,0,1.0,0,0.0,0.0,1,1,0.0,2.0,0
1393,85,RL,68.0,7838,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,769,Unf,0,95,864,GasA,TA,Y,SBrkr,900,0,0,900,1,0,1,0,3,1,TA,6,Typ,1,Po,Attchd,1967.0,RFn,1,288,TA,TA,Y,175,144,0,0,0,0,Null,MnWw,Null,0,12,2006,WD,Normal,123000,11.719947764402807,6.803505257608338,1,1.0,900,0,0,0.3333333333333333,1,-2.0,0.0,0.0,319,7838,68.0,864,1.0,1.0,1,0,2.0,1,0.0,0.0,1,1,0.0,2.0,0
1394,190,RM,60.0,10800,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,6,7,1905,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,0,482,482,GasA,Ex,N,SBrkr,1221,691,0,1912,0,0,2,0,3,2,TA,7,Typ,1,TA,Detchd,2003.0,Unf,2,672,Gd,TA,Y,0,25,212,0,0,0,Null,Null,Null,0,4,2008,WD,Normal,163000,12.001511614739403,7.556427969440253,4,2.0,1912,95,1,0.3,1,0.0,0.0,0.0,25,10800,60.0,482,0.0,0.0,1,0,1.0,0,2.0,0.0,1,0,0.0,2.0,0
1395,120,RL,53.0,4045,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,45.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1070,Unf,0,286,1356,GasA,Ex,Y,SBrkr,1500,0,0,1500,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2006.0,Fin,3,648,TA,TA,Y,161,20,0,0,0,0,Null,Null,Null,0,10,2006,New,Partial,246578,12.415437707935368,7.313886831633462,9,2.0,1500,0,1,0.25,1,1.0,3.828641396489095,1.0,181,4045,53.0,1356,2.0,1.0,1,1,3.0,1,2.0,1.0,1,1,1.0,2.0,1
1396,60,RL,88.0,12665,Pave,Null,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,8,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,245.0,Gd,TA,PConc,Gd,Gd,Gd,Unf,0,Unf,0,1094,1094,GasA,Ex,Y,SBrkr,1133,1349,0,2482,0,0,2,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,2005.0,Fin,3,642,TA,TA,Y,144,39,0,0,0,0,Null,Null,Null,0,2,2007,WD,Normal,281213,12.546871224308068,7.817222785508166,9,2.5,2482,1,1,0.3076923076923077,1,1.0,5.5053315359323625,1.0,183,12665,88.0,1094,2.0,1.0,1,1,3.0,1,2.0,1.0,0,1,1.0,2.0,0
