Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,logSalePrice,encBsmtCond,encBsmtExposure,encBsmtQual,encCentralAir,encExterCond,encExterQual,encFireplaceQu,encGarageFinish,encGarageQual,encHeatingQC,encKitchenQual,encLotShape,encPavedDrive,encSaleCondition,clipGrLivArea,logclipGrLivArea,clipGarageArea,sqrGarageCars,Bath,clipTotalBsmtSF,isRecentRemod,RemodAge,isFireplace,encFoundation,encFunctional,encGarageType,encHouseStyle,encNeighborhood,logencNeighborhood,logGarageArea,residuals,encBsmtFinType1,isStone,logLotArea,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,Porch,logTotalBsmtSF,hasBreaker,test_feature,test,hasPool
1225,60,RL,60.0,15384,Pave,Null,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,724,Unf,0,64,788,GasA,Ex,Y,SBrkr,788,702,0,1490,1,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2004.0,Fin,2,388,TA,TA,Y,100,75,0,0,0,0,Null,Null,Null,0,2,2008,WD,Normal,184000,12.122696471358964,2.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0,2.0,1.0,1490,7.307202314764738,388,4,2.5,788,1,1,1,2.0,0.0,2.0,2.0,181000.0,12.10625783509458,5.963579343618446,0.1416266840863365,5.0,0,9.641148287756142,1,0,0,0,0,175,6.670766320845874,1,0,0,0
1226,80,RL,65.0,10482,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,8,1958,1958,Hip,CompShg,VinylSd,VinylSd,BrkFace,63.0,TA,Gd,CBlock,TA,TA,Av,GLQ,507,Unf,0,81,588,GasA,Ex,Y,SBrkr,1138,0,0,1138,0,1,1,0,3,1,TA,6,Typ,0,Null,Attchd,1958.0,RFn,1,264,TA,TA,Y,224,0,0,0,0,0,Null,MnWw,Null,0,6,2007,WD,Normal,145000,11.884495917930655,2.0,3.0,1.0,1.0,3.0,1.0,0.0,2.0,2.0,4.0,1.0,0.0,2.0,1.0,1138,7.037905963447182,264,1,1.0,588,0,0,0,1.0,0.0,2.0,,140000.0,11.849404844423074,5.579729825986222,0.014583643581611128,5.0,0,9.257510176452572,1,0,0,0,0,224,6.3784261836515865,1,0,0,0
1227,60,RL,86.0,14598,Pave,Null,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Feedr,Norm,1Fam,2Story,6,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,74.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,894,894,GasA,Ex,Y,SBrkr,894,1039,0,1933,0,0,2,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,2007.0,Fin,3,668,TA,TA,Y,100,18,0,0,0,0,Null,Null,Null,0,1,2008,WD,Normal,214000,12.273735966890268,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0,2.0,1.0,1933,7.56734567601324,668,9,2.5,894,1,0,1,2.0,0.0,,2.0,225500.0,12.326079872504838,6.505784060128229,0.05736197944786703,1.0,1,9.58870831219998,1,0,0,0,0,118,6.796823718274855,1,0,0,0
1228,20,RL,72.0,8872,Pave,Null,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,8,1965,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,300.0,TA,TA,CBlock,TA,TA,No,ALQ,595,Unf,0,317,912,GasA,Ex,Y,SBrkr,912,0,0,912,1,0,1,0,2,1,Gd,5,Typ,0,Null,Detchd,1992.0,Unf,2,576,TA,TA,Y,0,240,0,0,0,0,Null,Null,Null,0,12,2008,WD,Normal,147000,11.898194668458824,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,4.0,2.0,0.0,2.0,1.0,912,6.816735880594968,576,4,1.0,912,1,43,0,1.0,0.0,1.0,1.0,140000.0,11.849404844423074,6.3578422665081,-0.01802966011814,6.0,0,9.090768236835338,1,0,0,0,0,240,6.816735880594968,1,0,0,0
1229,120,RL,65.0,8769,Pave,Null,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2008,2008,Hip,CompShg,MetalSd,MetalSd,BrkFace,766.0,Ex,TA,PConc,Ex,TA,No,GLQ,1540,Unf,0,162,1702,GasA,Ex,Y,SBrkr,1702,0,0,1702,1,0,1,1,1,1,Ex,7,Typ,1,Gd,Attchd,2008.0,Fin,3,1052,TA,TA,Y,0,72,0,0,224,0,Null,Null,Null,0,10,2008,New,Partial,367294,12.813920618864572,2.0,1.0,3.0,1.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,0.0,2.0,2.0,1702,7.440146680662688,1052,9,1.5,1702,1,0,1,2.0,0.0,2.0,1.0,315000.0,12.660331092405906,6.959398512133975,0.017981034754621206,5.0,0,9.079092085366227,0,0,0,0,1,296,7.440146680662688,1,0,0,0
1230,80,RL,70.0,7910,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1960,1960,Hip,CompShg,BrkFace,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,666,Unf,0,409,1075,GasA,Gd,Y,SBrkr,1507,0,0,1507,0,0,2,0,4,1,TA,7,Maj1,0,Null,Basment,1960.0,Unf,1,404,TA,TA,Y,0,0,0,0,0,0,Null,GdWo,Null,0,8,2008,WD,Normal,127000,11.751950239425476,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,3.0,1.0,0.0,2.0,1.0,1507,7.318539548567902,404,1,2.0,1075,0,0,0,1.0,4.0,,,140000.0,11.849404844423074,6.003887067106539,-0.024612011331470285,6.0,0,8.976009475021396,1,0,0,0,0,0,6.98100574072173,1,0,0,0
1231,90,RL,,18890,Pave,Null,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,RRAe,Duplex,1.5Fin,5,5,1977,1977,Shed,CompShg,Plywood,Plywood,None,1.0,TA,TA,CBlock,Gd,TA,No,GLQ,498,Rec,211,652,1361,GasA,Ex,Y,SBrkr,1361,1259,0,2620,0,0,2,2,4,2,TA,12,Typ,1,TA,BuiltIn,1977.0,RFn,2,600,TA,TA,N,155,24,145,0,0,0,Null,Null,Gar2,8300,8,2007,WD,Normal,190000,12.154784614286667,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,0.0,1.0,2620,7.8713112033234065,600,4,3.0,1361,0,0,1,1.0,0.0,,0.0,135000.0,11.81303746480054,6.398594934535208,0.010878420865955363,5.0,0,9.846440897156851,0,0,1,0,0,179,7.216709486709457,1,0,0,0
1232,90,RL,70.0,7728,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,SLvl,5,6,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,120.0,TA,TA,CBlock,TA,TA,Av,ALQ,803,Unf,0,303,1106,GasA,TA,Y,SBrkr,1190,0,0,1190,1,0,1,0,3,1,TA,6,Typ,0,Null,Attchd,1962.0,Unf,2,540,TA,TA,Y,0,18,0,0,0,0,Null,GdWo,Null,0,5,2006,WD,Normal,132500,11.794345471549745,2.0,3.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,1.0,1190,7.0825485693553,540,4,1.0,1106,0,0,0,1.0,0.0,2.0,,140000.0,11.849404844423074,6.293419278846481,0.06684919064299599,6.0,0,8.952734767106872,0,0,1,0,0,18,7.009408932708637,1,0,0,0
1233,90,RL,70.0,9842,Pave,Null,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,Duplex,1Story,4,5,1962,1962,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,Slab,Null,Null,Null,Null,0,Null,0,0,0,GasA,TA,Y,SBrkr,1224,0,0,1224,0,0,2,0,2,2,TA,6,Typ,0,Null,CarPort,1962.0,Unf,2,462,TA,TA,Y,0,0,0,0,0,0,Null,Null,Null,0,3,2007,WD,Normal,101800,11.530775206233024,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,1.0,1224,7.110696122978827,462,4,2.0,0,0,0,0,0.0,0.0,,1.0,140000.0,11.849404844423074,6.137727054086234,-0.005557692563538552,0.0,0,9.194515821629212,0,0,1,0,0,0,0.0,1,0,0,0
1234,20,RL,,12160,Pave,Null,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,Plywood,Plywood,BrkFace,180.0,TA,TA,CBlock,TA,TA,No,Rec,1000,Unf,0,188,1188,GasA,Fa,Y,SBrkr,1188,0,0,1188,1,0,1,0,3,1,TA,6,Typ,0,Null,Attchd,1959.0,RFn,2,531,TA,TA,Y,0,0,0,0,0,0,Null,MnPrv,Null,0,5,2010,COD,Abnorml,142000,11.863589378812122,2.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,1188,7.080867896690782,531,4,1.0,1188,0,0,0,1.0,0.0,2.0,1.0,140000.0,11.849404844423074,6.2766434893416445,-0.10179479523869972,3.0,0,9.405989388981,1,0,0,0,0,0,7.080867896690782,1,0,0,0
1235,70,RH,55.0,8525,Pave,Null,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2Story,5,6,1911,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,Av,Unf,0,Unf,0,940,940,GasA,TA,N,FuseA,1024,940,0,1964,0,0,1,1,4,1,TA,7,Typ,0,Null,Null,,Null,0,0,Null,Null,N,0,192,0,0,0,0,Null,Null,Null,0,11,2008,WD,Abnorml,130000,11.775297421715829,2.0,3.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1964,7.583247524303362,150,0,1.5,940,0,39,0,2.0,0.0,0.0,2.0,139500.0,11.845827048676645,0.0,-0.08152567532766142,1.0,0,9.050875597325156,1,0,0,0,0,192,6.846943139585379,0,0,0,0
1236,70,RL,96.0,13132,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,5,5,1914,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,Mn,Unf,0,Unf,0,747,747,GasA,Gd,Y,FuseF,892,892,0,1784,0,0,1,1,4,1,TA,9,Typ,0,Null,Detchd,1914.0,Unf,1,180,Fa,Fa,N,203,40,0,0,0,0,Null,Null,Null,0,7,2006,WD,Normal,138887,11.841423131921784,2.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,1784,7.487173694213739,180,1,1.5,747,0,36,0,0.0,0.0,1.0,2.0,200624.0,12.209192772866418,5.198497031265826,-0.01764663728090099,1.0,0,9.48288342558516,1,0,0,0,0,243,6.617402977974478,0,0,0,0
1237,160,RL,36.0,2628,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,106.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,764,764,GasA,Ex,Y,SBrkr,764,862,0,1626,0,0,2,1,2,1,Gd,6,Typ,0,Null,BuiltIn,2003.0,RFn,2,474,TA,TA,Y,0,27,0,0,0,0,Null,Null,Null,0,6,2010,WD,Normal,175500,12.075400019877522,2.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,4.0,2.0,0.0,2.0,1.0,1626,7.394493107219038,474,4,2.5,764,1,0,0,2.0,0.0,,2.0,315000.0,12.660331092405906,6.163314804034641,0.06438010782362014,1.0,1,7.874358824729881,0,0,0,1,0,27,6.639875833826536,1,0,0,0
1238,60,RL,41.0,12393,Pave,Null,IR2,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,847,847,GasA,Ex,Y,SBrkr,847,1101,0,1948,0,0,2,1,4,1,Gd,8,Typ,1,Gd,BuiltIn,2004.0,Fin,2,434,TA,TA,Y,100,48,0,0,0,0,Null,Null,Null,0,9,2006,WD,Normal,195000,12.180759965737863,2.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,1.0,1948,7.575071699507561,434,4,2.5,847,1,1,1,2.0,0.0,,2.0,197200.0,12.19197879213173,6.075346031088684,0.07891955288547159,1.0,0,9.424967763522051,1,0,0,0,0,148,6.742880635791903,1,0,0,0
1239,20,RL,63.0,13072,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1141,1141,GasA,Ex,Y,SBrkr,1141,0,0,1141,0,0,1,1,3,1,TA,6,Typ,0,Null,Detchd,2005.0,Unf,2,484,TA,TA,Y,0,0,0,0,0,0,Null,Null,Null,0,3,2006,WD,Abnorml,142500,11.86710429621008,2.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,2.0,4.0,1.0,0.0,2.0,0.0,1141,7.040536390215956,484,4,1.5,1141,1,0,0,2.0,0.0,1.0,1.0,179900.0,12.100161978566868,6.184148890937483,0.06315105118087416,1.0,0,9.47830431356186,1,0,0,0,0,0,7.040536390215956,1,0,0,0
1240,20,RL,64.0,9037,Pave,Null,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,32.0,Gd,TA,PConc,Gd,TA,Av,GLQ,428,Unf,0,1048,1476,GasA,Ex,Y,SBrkr,1484,0,0,1484,0,0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2006.0,RFn,2,472,TA,TA,Y,120,33,0,0,0,0,Null,Null,Null,0,12,2007,WD,Normal,265900,12.490879338036375,2.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,4.0,3.0,1.0,2.0,1.0,1484,7.3031700512368,472,4,2.0,1476,1,0,1,2.0,0.0,2.0,1.0,228475.0,12.339186450977309,6.159095388491933,-0.15468802512529578,5.0,0,9.109193189971226,1,0,0,0,0,153,7.29776828253138,1,0,0,0
1241,60,RL,65.0,8158,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,252.0,Gd,TA,PConc,Gd,TA,No,GLQ,550,Unf,0,334,884,GasA,Ex,Y,SBrkr,884,884,0,1768,1,0,2,1,3,1,Gd,8,Typ,0,Null,Attchd,2003.0,RFn,2,543,TA,TA,Y,0,63,0,0,0,0,Null,Null,Null,0,7,2008,WD,Normal,224900,12.323415584358154,2.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,4.0,2.0,0.0,2.0,1.0,1768,7.478169694159785,543,4,2.5,884,1,0,0,2.0,0.0,2.0,2.0,197200.0,12.19197879213173,6.298949246855942,-0.07998741026146128,5.0,0,9.0068768914288,1,0,0,0,0,63,6.785587645007929,1,0,0,0
1242,20,RL,83.0,9849,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,6,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1689,1689,GasA,Ex,Y,SBrkr,1689,0,0,1689,0,0,2,0,3,1,Gd,7,Typ,0,Null,Attchd,2007.0,RFn,3,954,TA,TA,Y,0,56,0,0,0,0,Null,Null,Null,0,6,2007,New,Partial,248328,12.42250975887691,2.0,3.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,4.0,2.0,0.0,2.0,2.0,1689,7.432483807917119,954,9,2.0,1689,1,0,0,2.0,0.0,2.0,1.0,225500.0,12.326079872504838,6.86171134048073,0.04758477848113429,1.0,1,9.195226734166134,1,0,0,0,0,56,7.432483807917119,1,0,0,0
1243,85,RL,85.0,10625,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SFoyer,7,6,1974,1974,Gable,CompShg,Plywood,Plywood,BrkFace,81.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,885,LwQ,168,0,1053,GasA,TA,Y,SBrkr,1173,0,0,1173,1,0,2,0,3,1,Gd,6,Typ,2,TA,Attchd,1974.0,RFn,2,528,TA,TA,Y,0,120,0,0,0,0,Null,MnPrv,Null,0,1,2010,WD,Family,170000,12.04355959836804,2.0,4.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,,1173,7.068172000388042,528,4,2.0,1053,0,0,1,1.0,0.0,2.0,,182900.0,12.116700301832571,6.270988431858299,0.05449775085013897,5.0,0,9.271059107010888,1,0,0,0,0,120,6.960347729101308,1,0,0,0
1244,20,RL,107.0,13891,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Null,,Ex,TA,PConc,Ex,Gd,Gd,GLQ,1386,Unf,0,690,2076,GasA,Ex,Y,SBrkr,2076,0,0,2076,1,0,2,1,2,1,Ex,7,Typ,1,Gd,Attchd,2006.0,Fin,3,850,TA,TA,Y,216,229,0,0,0,0,Null,Null,Null,0,9,2006,New,Partial,465000,13.049794835104816,3.0,4.0,3.0,1.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,0.0,2.0,2.0,2076,7.638679823876112,850,9,2.5,2076,1,0,1,2.0,0.0,2.0,1.0,315000.0,12.660331092405906,6.746412128573375,-0.02680273260298094,5.0,0,9.539068413863964,1,0,0,0,0,445,7.638679823876112,1,0,0,0
1245,70,RL,,11435,Pave,Null,IR1,HLS,AllPub,Corner,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,7,1929,1950,Gable,CompShg,BrkFace,Stucco,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,792,792,GasA,Fa,Y,SBrkr,792,725,0,1517,0,0,1,0,3,1,Gd,7,Typ,2,Gd,Detchd,1931.0,Unf,2,400,TA,TA,Y,0,0,0,0,0,0,Null,Null,Null,0,6,2006,WD,Normal,230000,12.345838935721968,2.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1517,7.325148957955575,400,4,1.0,792,0,21,1,2.0,0.0,1.0,2.0,200624.0,12.209192772866418,5.993961427306569,-0.23961388080083168,1.0,0,9.344521553442204,1,0,0,0,0,0,6.675823221634848,1,0,0,0
1246,80,RL,78.0,12090,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,7,1984,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,74.0,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,585,585,GasA,Ex,Y,SBrkr,1140,728,0,1868,0,0,3,1,3,1,TA,7,Typ,1,TA,BuiltIn,1984.0,Fin,2,477,TA,TA,Y,268,112,0,0,147,0,Null,Null,Null,0,1,2007,WD,Abnorml,178000,12.08954444723597,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,4.0,1.0,0.0,2.0,0.0,1868,7.533158807455563,477,4,3.5,585,1,19,1,1.0,0.0,,,182900.0,12.116700301832571,6.169610732491456,0.08341351229106486,1.0,0,9.400216653174247,1,0,0,0,0,527,6.373319789577012,1,0,0,0
1247,60,FV,65.0,8125,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,756,756,GasA,Ex,Y,SBrkr,756,797,0,1553,0,0,2,1,3,1,Gd,6,Typ,0,Null,Attchd,2005.0,RFn,2,615,TA,TA,Y,0,45,0,0,0,0,Null,Null,Null,0,3,2006,New,Partial,186500,12.136191879981927,2.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,4.0,2.0,0.0,2.0,2.0,1553,7.348587530927593,615,4,2.5,756,1,1,0,2.0,0.0,2.0,2.0,225500.0,12.326079872504838,6.423246963533519,0.04308337491705139,1.0,0,9.002824076547672,1,0,0,0,0,45,6.6293632534374485,1,0,0,0
1248,80,RL,,12328,Pave,Null,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,335.0,TA,TA,CBlock,TA,TA,Av,GLQ,539,Unf,0,473,1012,GasA,TA,Y,SBrkr,1034,0,0,1034,1,0,1,0,3,1,TA,6,Typ,0,Null,Attchd,1976.0,Unf,3,888,TA,TA,Y,0,0,0,0,0,0,Null,Null,Null,0,5,2010,WD,Normal,169900,12.042971193457888,2.0,3.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1034,6.942156705699469,888,9,1.0,1012,0,0,0,1.0,0.0,2.0,,153500.0,11.941462360646147,6.790097235513905,-0.13858751550498383,5.0,0,9.419709489868552,1,0,0,0,0,0,6.920671504248683,1,0,0,0
1249,75,RM,60.0,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,6,5,1917,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,BrkTil,Gd,TA,No,Rec,319,Unf,0,416,735,OthW,Fa,N,SBrkr,1134,924,0,2058,0,0,1,1,3,1,TA,8,Typ,1,Gd,Detchd,1950.0,Unf,2,396,Fa,Fa,P,0,0,259,0,0,0,Null,Null,Null,0,4,2008,WD,Normal,129500,11.771443882099636,2.0,1.0,2.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2058,7.629975707027789,396,4,1.5,735,0,33,1,0.0,0.0,1.0,,119000.0,11.686887175419702,5.983936280687191,0.019403331824996428,3.0,0,9.169622538697624,1,0,0,0,0,0,6.601230118728877,1,0,0,0
1250,20,RL,60.0,7200,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1950,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,534,Rec,96,246,876,GasA,TA,Y,SBrkr,988,0,0,988,0,0,1,0,3,1,TA,6,Typ,0,Null,Attchd,1950.0,Unf,1,276,TA,TA,Y,0,80,0,0,0,0,Null,Null,Null,0,5,2007,WD,Normal,119000,11.686887175419702,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,1.0,988,6.8966943316227125,276,1,1.0,876,0,0,0,1.0,0.0,2.0,1.0,140000.0,11.849404844423074,5.6240175061873385,-0.0007829559055512192,4.0,0,8.881975184248867,1,0,0,0,0,80,6.776506992372183,1,0,0,0
1251,20,RL,93.0,11160,Pave,Null,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5,1968,1968,Hip,CompShg,BrkFace,BrkFace,None,0.0,Gd,TA,CBlock,TA,TA,No,ALQ,1065,Unf,0,1045,2110,GasA,Ex,Y,SBrkr,2110,0,0,2110,1,0,2,1,3,1,Ex,8,Typ,2,TA,Attchd,1968.0,Fin,2,522,TA,TA,Y,0,0,0,0,0,0,Null,Null,Null,0,4,2010,WD,Normal,244000,12.404927602627597,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,0.0,2.0,1.0,2110,7.65491704784832,522,4,2.5,2110,0,0,1,1.0,0.0,2.0,1.0,140000.0,11.849404844423074,6.259581464064923,-0.0016620006934200404,6.0,0,9.320180837655714,1,0,0,0,0,0,7.65491704784832,1,0,0,0
1252,120,RL,,3136,Pave,Null,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,163.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1405,1405,GasA,Ex,Y,SBrkr,1405,0,0,1405,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2003.0,RFn,2,478,TA,TA,Y,148,36,0,0,0,0,Null,Null,Null,0,3,2006,WD,Normal,171750,12.053801032483948,2.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,1405,7.24850407237061,478,4,2.0,1405,1,0,1,2.0,0.0,2.0,1.0,315000.0,12.660331092405906,6.171700597410915,0.14047639512908816,1.0,1,8.051022208190679,0,0,0,0,1,184,7.24850407237061,1,0,0,0
1253,20,RL,62.0,9858,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,510,Unf,0,354,864,GasA,TA,Y,SBrkr,874,0,0,874,1,0,1,0,3,1,TA,5,Typ,0,Null,Attchd,1968.0,RFn,1,288,TA,TA,Y,33,0,0,0,0,0,Null,GdWo,Shed,600,11,2009,WD,Normal,130000,11.775297421715829,2.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,1.0,874,6.774223886357614,288,1,1.0,864,0,0,0,1.0,0.0,2.0,1.0,153500.0,11.941462360646147,5.666426688112432,-0.09868361537079373,4.0,0,9.196140022575042,1,0,0,0,0,33,6.762729506931879,1,0,0,0
